tcm_id,name,name_cn,level,path,parent_id,definition,synonyms,synonyms_cn,xref_umls,xref_snomed,xref_icd11,xref_mesh
TCM:0307001,Medicinal Diet,药膳,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.TCM_Dietary_Therapy.Medicinal_Diet,TCM:0307000,Medicated diet,,,,,,
TCM:0104001,Raw Herbal Pieces,生品饮片,3,Traditional_Chinese_Medicine.Materia_Medica.Chinese_Herbal_Pieces.Raw_Herbal_Pieces,TCM:0104000,Unprocessed herbal pieces,,,,,,
TCM:1406100,Zhuang Medical Theory,壮医理论,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Zhuang_Medicine.Zhuang_Medical_Theory,TCM:1406000,Theoretical foundations of Zhuang medicine,,,,,,
TCM:0703001,Five Sense Organs,五官,3,Traditional_Chinese_Medicine.Anatomical_Concepts.Orifices_and_Tissues.Five_Sense_Organs,TCM:0703000,"Eyes, ears, nose, mouth, tongue",,,,,,
TCM:0308001,Single Point Prescriptions,单穴处方,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Other_Therapies.Bloodletting_Therapy,TCM:0308000,Single acupoint prescriptions,,,,,,
TCM:0201001,Sovereign Drug,君药,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Classical_Formulas.Shanghan_Lun_Formulas,TCM:0201000,The principal drug targeting the main disease or pattern,,,,,,
TCM:0506001,Tongue Imaging Devices,舌诊仪,3,Traditional_Chinese_Medicine.Diagnostic_Methods.TCM_Diagnostic_Devices.Tongue_Imaging_Devices,TCM:0506000,Digital tongue diagnosis devices,,,,,,
TCM:0702001,Head and Face,头面部,3,Traditional_Chinese_Medicine.Anatomical_Concepts.Body_Regions.Head_and_Face,TCM:0702000,Head and face regions,,,,,,
TCM:0309001,Bloodletting Therapy,刺血疗法,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Other_Therapies.Bloodletting_Therapy,TCM:0309000,Bloodletting therapy,,,,,,
TCM:1001001,Huangdi Neijing,黄帝内经,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Medical_Classics.Huangdi_Neijing,TCM:1001000,"Yellow Emperor's Inner Classic, the foundational theoretical text",,,,,,
TCM:0904001,Authentication Methods,鉴定方法,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Quality_Control.Authentication_Methods,TCM:0904000,Drug authentication methods,,,,,,
TCM:0701001,Fourteen Meridian Points,十四经穴,3,Traditional_Chinese_Medicine.Anatomical_Concepts.Acupoints.Fourteen_Meridian_Points,TCM:0701000,Points on the 14 meridians (361 standard points),,,,,,
TCM:0404001,Qi Concepts,气,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Qi_Blood_Body_Fluids.Qi_Concepts,TCM:0404000,Types and functions of Qi,,,,,,
TCM:0601001,External Diseases,外感病,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Disease_Entities.External_Diseases,TCM:0601000,Externally contracted diseases,,,,,,
TCM:0902001,Nano Drug Delivery,纳米给药系统,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_derived_Nanomaterials.Nano_Drug_Delivery,TCM:0902000,Nano drug delivery systems,,,,,,
TCM:1402100,Mongolian Medical Theory,蒙医理论,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Mongolian_Medicine.Mongolian_Medical_Theory,TCM:1402000,Theoretical foundations of Mongolian medicine,,,,,,
TCM:1101001,Chinese Pharmacopoeia,中国药典,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Pharmacopoeia_Standards.Chinese_Pharmacopoeia,TCM:1101000,Official Chinese Pharmacopoeia,,,,,,
TCM:0203001,Exterior-Releasing Formulas,解表剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Chinese_Patent_Medicine.Pills,TCM:0203000,Formulas that release the exterior,,,,,,
TCM:0905001,TCM Clinical Trials,中医临床试验,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Clinical_Research.TCM_Clinical_Trials,TCM:0905000,Clinical trial methods,,,,,,
TCM:1102001,Disease Guidelines,疾病诊疗指南,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Practice_Guidelines.Disease_Guidelines,TCM:1102000,Disease-specific guidelines,,,,,,
TCM:0805001,Highly Toxic Drugs,大毒药物,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Toxicity.Highly_Toxic_Drugs,TCM:0805000,Highly toxic drugs,,,,,,
TCM:1201001,Treating the Root Cause,治病求本,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.General_Treatment_Principles.Treating_the_Root_Cause,TCM:1201000,Treating the fundamental cause of disease,,,,,,
TCM:1202001,Diaphoresis Method,汗法,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Eight_Therapeutic_Methods.Diaphoresis_Method,TCM:1202000,Inducing sweating to release exterior,,,,,,
TCM:0202001,Shanghan Lun Formulas,伤寒论方,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Modern_Formulas.Hospital_Preparations,TCM:0202000,Formulas from Treatise on Cold Damage,,,,,,
TCM:1407001,Yi Medicine,彝医药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Other_Ethnic_Medicines.Yi_Medicine,TCM:1407000,Traditional medicine of the Yi people,,,,,,
TCM:0603002,Liver-related Symptoms,肝系症状,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Symptoms_and_Signs.Pain_Symptoms,TCM:0603000,Symptoms related to the Liver system,,,,,,
TCM:0902002,Nanoparticle Formulations,纳米粒制剂,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_derived_Nanomaterials.Nanoparticle_Formulations,TCM:0902000,Nanoparticle-based formulations,,,,,,
TCM:0903002,TCM AI Applications,中医人工智能,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Informatics.TCM_AI_Applications,TCM:0903000,AI applications in TCM,,,,,,
TCM:0904002,Quality Standards,质量标准,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Quality_Control.Quality_Standards,TCM:0904000,Quality standard specifications,,,,,,
TCM:0905002,Real-World Evidence,真实世界研究,3,Traditional_Chinese_Medicine.Integration_and_Modernization.TCM_Clinical_Research.Real_World_Evidence,TCM:0905000,Real-world evidence studies,,,,,,
TCM:0102002,Shell Drugs,贝壳类药,3,Traditional_Chinese_Medicine.Materia_Medica.Animal_derived_Medicine.Shell_Drugs,TCM:0102000,Medicinal shells,,,,,,
TCM:0103002,Oxide Minerals,氧化物矿物药,3,Traditional_Chinese_Medicine.Materia_Medica.Mineral_Medicine.Oxide_Minerals,TCM:0103000,Oxide minerals,,,,,,
TCM:0104002,Processed Herbal Pieces,炮制饮片,3,Traditional_Chinese_Medicine.Materia_Medica.Chinese_Herbal_Pieces.Processed_Herbal_Pieces,TCM:0104000,Processed herbal pieces,,,,,,
TCM:0105002,Glycosides,苷类,3,Traditional_Chinese_Medicine.Materia_Medica.TCM_Active_Ingredients.Glycosides,TCM:0105000,Glycoside compounds,,,C0017977,,,
TCM:1407002,Hui Medicine,回医药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Other_Ethnic_Medicines.Hui_Medicine,TCM:1407000,Traditional medicine of the Hui people,,,,,,
TCM:0106002,Marine Animal Drugs,海洋动物药,3,Traditional_Chinese_Medicine.Materia_Medica.Marine_Medicine.Marine_Animal_Drugs,TCM:0106000,Marine animal medicines,,,,,,
TCM:0201002,Minister Drug,臣药,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Classical_Formulas.Jingui_Yaolue_Formulas,TCM:0201000,The drug assisting the sovereign drug to strengthen therapeutic effect,,,,,,
TCM:0202002,Jingui Yaolue Formulas,金匮要略方,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Modern_Formulas.Clinical_Experience_Formulas,TCM:0202000,Formulas from Synopsis of Golden Chamber,,,,,,
TCM:0203002,Purgation Formulas,泻下剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Chinese_Patent_Medicine.Tablets,TCM:0203000,Purgative formulas,,,,,,
TCM:1406200,Zhuang Materia Medica,壮药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Zhuang_Medicine.Zhuang_Materia_Medica,TCM:1406000,Medicinal substances used in Zhuang medicine,,,,,,
TCM:1405200,Miao Materia Medica,苗药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Miao_Medicine.Miao_Materia_Medica,TCM:1405000,Medicinal substances used in Miao medicine,,,,,,
TCM:1404200,Dai Materia Medica,傣药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Dai_Medicine.Dai_Materia_Medica,TCM:1404000,Medicinal substances used in Dai medicine,,,,,,
TCM:0204002,Clinical Experience Formulas,临床经验方,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations.Ointments,TCM:0204000,Clinical experience formulas,,,,,,
TCM:0205002,Tablets,片剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections.Large_Volume_Injections,TCM:0205000,Tablet preparations,,,,,,
TCM:0206002,Ointments,软膏剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations.Ointments,TCM:0206000,Medicinal ointments,,,,,,
TCM:0207002,Large Volume Injections,大容量注射剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections.Large_Volume_Injections,TCM:0207000,Large volume infusions,,,,,,
TCM:0301002,Electroacupuncture,电针,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Acupuncture.Electroacupuncture,TCM:0301000,Electroacupuncture therapy,,,C0013785,,,
TCM:1403200,Uyghur Materia Medica,维药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Uyghur_Medicine.Uyghur_Materia_Medica,TCM:1403000,Medicinal substances used in Uyghur medicine,,,,,,
TCM:0302002,Indirect Moxibustion,间接灸,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Moxibustion.Indirect_Moxibustion,TCM:0302000,Indirect moxibustion with medium,,,,,,
TCM:0303002,Vacuum Cupping,真空罐,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Cupping_Therapy.Vacuum_Cupping,TCM:0303000,Vacuum cupping therapy,,,,,,
TCM:0304002,Pediatric Tuina,小儿推拿,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Tuina_Massage.Pediatric_Tuina,TCM:0304000,Pediatric massage therapy,,,,,,
TCM:0305002,Meridian Guasha,经络刮痧,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Scraping_Therapy.Meridian_Guasha,TCM:0305000,Meridian-based scraping,,,,,,
TCM:0306002,Yijinjing,易筋经,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Qigong_Therapy.Yijinjing,TCM:0306000,Muscle-Tendon Change Classic,,,,,,
TCM:0307002,Food Therapy,食物疗法,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.TCM_Dietary_Therapy.Food_Therapy,TCM:0307000,Food-based therapy,,,,,,
TCM:0308002,Point Combination Prescriptions,配穴处方,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Other_Therapies.Acupoint_Catgut_Embedding,TCM:0308000,Multi-point combination prescriptions,,,,,,
TCM:0309002,Acupoint Catgut Embedding,穴位埋线,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Other_Therapies.Acupoint_Catgut_Embedding,TCM:0309000,Catgut embedding at acupoints,,,,,,
TCM:0401002,Five Elements Theory,五行学说,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Fundamental_Theories.Five_Elements_Theory,TCM:0401000,Theory of Five Elements (Wuxing),,,,,,
TCM:0402002,Six Fu Organs,六腑,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Zang_Fu_Organs.Six_Fu_Organs,TCM:0402000,"Gallbladder, Stomach, Small Intestine, Large Intestine, Bladder, San Jiao",,,,,,
TCM:0403002,Eight Extraordinary Vessels,奇经八脉,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Meridians_and_Collaterals.Eight_Extraordinary_Vessels,TCM:0403000,The eight extraordinary vessels,,,,,,
TCM:0404002,Blood Concepts,血,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Qi_Blood_Body_Fluids.Blood_Concepts,TCM:0404000,Blood (Xue) in TCM,,,,,,
TCM:0405002,Qi Deficiency Constitution,气虚质,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Constitution_Types.Qi_Deficiency_Constitution,TCM:0405000,Qi deficiency constitution,,,,,,
TCM:0406002,Seven Emotions,七情,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Etiology.Seven_Emotions,TCM:0406000,"Joy, Anger, Worry, Pensiveness, Sadness, Fear, Fright",,,,,,
TCM:0101002,Stem Drugs,茎木类药,3,Traditional_Chinese_Medicine.Materia_Medica.Herbal_Medicine.Stem_Drugs,TCM:0101000,Medicinal stems and woods,,,,,,
TCM:1402200,Mongolian Materia Medica,蒙药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Mongolian_Medicine.Mongolian_Materia_Medica,TCM:1402000,Medicinal substances used in Mongolian medicine,,,,,,
TCM:0407002,Pathogenesis of Blood,血病病机,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Pathogenesis.Pathogenesis_of_Blood,TCM:0407000,Blood-related pathomechanisms,,,,,,
TCM:0501002,Complexion Observation,望面色,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Inspection_Diagnosis.Complexion_Observation,TCM:0501000,Facial complexion observation,,,,,,
TCM:0502002,Breathing Assessment,听呼吸,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Auscultation_and_Olfaction.Breathing_Assessment,TCM:0502000,Listening to breathing,,,,,,
TCM:0503002,Chief Complaint Inquiry,主诉询问,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Inquiry_Diagnosis.Chief_Complaint_Inquiry,TCM:0503000,Chief complaint assessment,,,,,,
TCM:0504002,28 Pulse Types,二十八脉,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Pulse_Diagnosis.28_Pulse_Types,TCM:0504000,The 28 classical pulse types,,,,,,
TCM:0505002,Zang-Fu Differentiation,脏腑辨证,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Pattern_Identification.Zang_Fu_Differentiation,TCM:0505000,Organ pattern differentiation,,,,,,
TCM:0506002,Pulse Wave Analyzers,脉诊仪,3,Traditional_Chinese_Medicine.Diagnostic_Methods.TCM_Diagnostic_Devices.Pulse_Wave_Analyzers,TCM:0506000,Pulse wave analysis devices,,,,,,
TCM:0601002,Internal Diseases,内伤病,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Disease_Entities.Internal_Diseases,TCM:0601000,Internal injury diseases,,,,,,
TCM:0602002,Excess Patterns,实证,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Syndrome_Patterns.Excess_Patterns,TCM:0602000,Excess syndrome patterns,,,,,,
TCM:0701002,Extra Points,经外奇穴,3,Traditional_Chinese_Medicine.Anatomical_Concepts.Acupoints.Extra_Points,TCM:0701000,Extra-meridian points,,,,,,
TCM:0702002,Neck and Nape,颈项部,3,Traditional_Chinese_Medicine.Anatomical_Concepts.Body_Regions.Neck_and_Nape,TCM:0702000,Neck regions,,,,,,
TCM:0703002,Nine Orifices,九窍,3,Traditional_Chinese_Medicine.Anatomical_Concepts.Orifices_and_Tissues.Nine_Orifices,TCM:0703000,The nine body orifices,,,,,,
TCM:0801002,Five Flavors,五味,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Properties.Five_Flavors,TCM:0801000,"Sour, Bitter, Sweet, Pungent, Salty",,,,,,
TCM:1401200,Tibetan Materia Medica,藏药,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Tibetan_Medicine.Tibetan_Materia_Medica,TCM:1401000,Medicinal substances used in Tibetan medicine,,,,,,
TCM:1306002,Early Treatment of Existing Disease,既病防变,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Preventive_Treatment_of_Disease.Early_Treatment_of_Existing_Disease,TCM:1306000,Preventing progression of existing disease,,,,,,
TCM:1305002,Work-Rest Balance,劳逸适度,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Daily_Life_Health_Preservation.Work_Rest_Balance,TCM:1305000,Balancing work and rest,,,,,,
TCM:1304002,Health-preserving Exercises,养生功法,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Exercise_Health_Preservation.Health_preserving_Exercises,TCM:1304000,Various traditional exercise forms for health,,,,,,
TCM:1303002,Constitution-based Diet,体质饮食,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Dietary_Health_Preservation.Constitution_based_Diet,TCM:1303000,Dietary recommendations based on constitution type,,,,,,
TCM:0802002,Heat-Clearing Drugs,清热药,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Actions.Heat_Clearing_Drugs,TCM:0802000,Drugs that clear heat,,,,,,
TCM:1302002,Meditation and Stillness,静坐养神,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Emotional_Health_Preservation.Meditation_and_Stillness,TCM:1302000,Meditation and mental quieting practices,,,,,,
TCM:1301002,Summer Health Preservation,夏季养生,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Seasonal_Health_Preservation.Summer_Health_Preservation,TCM:1301000,Protecting heart and clearing heat in summer,,,,,,
TCM:1203002,Activating Blood,活血法,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Specific_Treatment_Strategies.Activating_Blood,TCM:1203000,Strategies for activating blood and resolving stasis,,,,,,
TCM:1202002,Emesis Method,吐法,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Eight_Therapeutic_Methods.Emesis_Method,TCM:1202000,Inducing vomiting to expel pathogens,,,,,,
TCM:1201002,Strengthening Zheng and Expelling Evil,扶正祛邪,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.General_Treatment_Principles.Strengthening_Zheng_and_Expelling_Evil,TCM:1201000,Supporting the body's resistance and eliminating pathogens,,,,,,
TCM:1104002,WHO ICD-11 TM Module,WHO ICD-11传统医学模块,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.International_Standards.WHO_ICD_11_TM_Module,TCM:1104000,WHO International Classification of Traditional Medicine,,,,,,
TCM:1103002,Certification Standards,资格认证,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Education_Standards.Certification_Standards,TCM:1103000,Professional certification standards,,,,,,
TCM:1102002,Technique Guidelines,技术操作规范,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Practice_Guidelines.Technique_Guidelines,TCM:1102000,Technical operation guidelines,,,,,,
TCM:1101002,Provincial Standards,地方标准,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Pharmacopoeia_Standards.Provincial_Standards,TCM:1101000,Provincial drug standards,,,,,,
TCM:1005002,Taiping Huimin Heji Ju Fang,太平惠民和剂局方,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Formula_Classics.Taiping_Huimin_Heji_Ju_Fang,TCM:1005000,Formulary of the Pharmacy Service for Benefiting the People,,,,,,
TCM:1004002,Modern Physicians,近现代名医,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Famous_TCM_Practitioners.Modern_Physicians,TCM:1004000,Modern era master physicians,,,,,,
TCM:1003002,Attack-Purge School,攻下派,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.TCM_Schools_of_Thought.Attack_Purge_School,TCM:1003000,"School emphasizing attack and purging, represented by Zhang Congzheng",,,,,,
TCM:1002002,Bencao Gangmu,本草纲目,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Herbal_Classics.Bencao_Gangmu,TCM:1002000,Compendium of Materia Medica by Li Shizhen,,,,,,
TCM:0803002,Cutting Methods,切制,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Processing_Methods.Cutting_Methods,TCM:0803000,Cutting and slicing methods,,,,,,
TCM:1001002,Nanjing,难经,3,Traditional_Chinese_Medicine.Classical_Texts_and_Heritage.Medical_Classics.Nanjing,TCM:1001000,Classic of Difficult Issues,,,,,,
TCM:0804002,Eighteen Incompatibilities,十八反,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Compatibility.Eighteen_Incompatibilities,TCM:0804000,Eighteen incompatible combinations,,,,,,
TCM:0805002,Toxic Drugs,有毒药物,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Toxicity.Toxic_Drugs,TCM:0805000,Moderately toxic drugs,,,,,,
TCM:0901002,Integrative Treatment,结合治疗,3,Traditional_Chinese_Medicine.Integration_and_Modernization.Integrated_TCM_Western_Medicine.Integrative_Treatment,TCM:0901000,Combined treatment approaches,,,,,,
TCM:1303003,Seasonal Diet,时令饮食,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Dietary_Health_Preservation.Seasonal_Diet,TCM:1303000,Seasonal dietary adjustments,,,,,,
TCM:0202003,Wenbing Formulas,温病方,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Modern_Formulas.Research_Formulas,TCM:0202000,Formulas for warm diseases,,,,,,
TCM:0805003,Slightly Toxic Drugs,小毒药物,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Toxicity.Slightly_Toxic_Drugs,TCM:0805000,Slightly toxic drugs,,,,,,
TCM:0401003,Essence-Qi-Spirit Theory,精气神学说,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Fundamental_Theories.Essence_Qi_Spirit_Theory,TCM:0401000,"Theory of Essence, Qi, and Spirit",,,,,,
TCM:1101003,Industry Standards,行业标准,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Pharmacopoeia_Standards.Industry_Standards,TCM:1101000,Industry standards,,,,,,
TCM:0103003,Sulfide Minerals,硫化物矿物药,3,Traditional_Chinese_Medicine.Materia_Medica.Mineral_Medicine.Sulfide_Minerals,TCM:0103000,Sulfide minerals,,,,,,
TCM:0405003,Yang Deficiency Constitution,阳虚质,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Constitution_Types.Yang_Deficiency_Constitution,TCM:0405000,Yang deficiency constitution,,,,,,
TCM:0301003,Scalp Acupuncture,头针,3,Traditional_Chinese_Medicine.Therapeutic_Techniques.Acupuncture.Scalp_Acupuncture,TCM:0301000,Scalp acupuncture therapy,,,,,,
TCM:0603003,Spleen-related Symptoms,脾系症状,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Symptoms_and_Signs.Digestive_Symptoms,TCM:0603000,Symptoms related to the Spleen system,,,,,,
TCM:1301003,Autumn Health Preservation,秋季养生,3,Traditional_Chinese_Medicine.Health_Preservation_and_Prevention.Seasonal_Health_Preservation.Autumn_Health_Preservation,TCM:1301000,Moistening lung and nourishing yin in autumn,,,,,,
TCM:0203003,Harmonizing Formulas,和解剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.Chinese_Patent_Medicine.Capsules,TCM:0203000,Formulas that harmonize and mediate,,,,,,
TCM:0207003,Powder for Injection,注射用粉针,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections.Powder_for_Injection,TCM:0207000,Lyophilized powder for injection,,,,,,
TCM:1102003,Safety Guidelines,安全性规范,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Practice_Guidelines.Safety_Guidelines,TCM:1102000,Safety guidelines,,,,,,
TCM:0403003,Fifteen Collaterals,十五络脉,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Meridians_and_Collaterals.Fifteen_Collaterals,TCM:0403000,The fifteen collateral channels,,,,,,
TCM:0102003,Bone and Horn Drugs,骨角类药,3,Traditional_Chinese_Medicine.Materia_Medica.Animal_derived_Medicine.Bone_and_Horn_Drugs,TCM:0102000,Medicinal bones and horns,,,,,,
TCM:1103003,Continuing Education,继续教育,3,Traditional_Chinese_Medicine.Regulatory_and_Standards.TCM_Education_Standards.Continuing_Education,TCM:1103000,Continuing education standards,,,,,,
TCM:0503003,Medical History Inquiry,病史询问,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Inquiry_Diagnosis.Medical_History_Inquiry,TCM:0503000,Medical history assessment,,,,,,
TCM:1203003,Resolving Phlegm,化痰法,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Specific_Treatment_Strategies.Resolving_Phlegm,TCM:1203000,Strategies for transforming and resolving phlegm,,,,,,
TCM:0901003,Integrative Oncology,中西医结合肿瘤学,3,Traditional_Chinese_Medicine.Integration_and_Modernization.Integrated_TCM_Western_Medicine.Integrative_Oncology,TCM:0901000,Integrative cancer treatment,,,,,,
TCM:0206003,Liniments,搽剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations.Liniments,TCM:0206000,Liniment preparations,,,,,,
TCM:1405300,Miao Therapeutic Techniques,苗医治疗技术,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Miao_Medicine.Miao_Therapeutic_Techniques,TCM:1405000,Treatment methods in Miao medicine,,,,,,
TCM:1404300,Dai Therapeutic Techniques,傣医治疗技术,3,Traditional_Chinese_Medicine.Ethnic_Traditional_Medicine.Dai_Medicine.Dai_Therapeutic_Techniques,TCM:1404000,Treatment methods in Dai medicine,,,,,,
TCM:0204003,Research Formulas,科研方剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.External_Preparations.Liniments,TCM:0204000,Research-developed formulas,,,,,,
TCM:0406003,Dietary Factors,饮食因素,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Etiology.Dietary_Factors,TCM:0406000,Diet-related disease causes,,,,,,
TCM:1202003,Purgation Method,下法,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.Eight_Therapeutic_Methods.Purgation_Method,TCM:1202000,Purging to remove pathogenic accumulations,,,,,,
TCM:0804003,Nineteen Fears,十九畏,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Compatibility.Nineteen_Fears,TCM:0804000,Nineteen mutually fearing combinations,,,,,,
TCM:0802003,Purgative Drugs,泻下药,3,Traditional_Chinese_Medicine.TCM_Pharmacology.Drug_Actions.Purgative_Drugs,TCM:0802000,"Purgative drugs including drastic purgatives, moist laxatives, and harsh cathartics",,,,,,
TCM:0502003,Cough Assessment,听咳嗽,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Auscultation_and_Olfaction.Cough_Assessment,TCM:0502000,Listening to cough,,,,,,
TCM:0205003,Capsules,胶囊剂,3,Traditional_Chinese_Medicine.Formulas_and_Preparations.TCM_Injections.Powder_for_Injection,TCM:0205000,Capsule preparations,,,,,,
TCM:1201003,Regulating Yin and Yang,调整阴阳,3,Traditional_Chinese_Medicine.Treatment_Principles_and_Methods.General_Treatment_Principles.Regulating_Yin_and_Yang,TCM:1201000,Restoring the balance of Yin and Yang,,,,,,
TCM:0501003,Body Observation,望形态,3,Traditional_Chinese_Medicine.Diagnostic_Methods.Inspection_Diagnosis.Body_Observation,TCM:0501000,Body form and posture observation,,,,,,
TCM:0407003,Pathogenesis of Body Fluids,津液病机,3,Traditional_Chinese_Medicine.Theoretical_Concepts.TCM_Pathogenesis.Pathogenesis_of_Body_Fluids,TCM:0407000,Fluid-related pathomechanisms,,,,,,
TCM:0601003,Gynecological Diseases,妇科病,3,Traditional_Chinese_Medicine.Diseases_and_Patterns.TCM_Disease_Entities.Gynecological_Diseases,TCM:0601000,Gynecological diseases,,,,,,
TCM:0404003,Body Fluids Concepts,津液,3,Traditional_Chinese_Medicine.Theoretical_Concepts.Qi_Blood_Body_Fluids.Body_Fluids_Concepts,TCM:0404000,Jin and Ye fluids,,,,,,
TCM:0701003,Ashi Points,阿是穴,3,Traditional_Chinese_Medicine.Anatomical_Concepts.Acupoints.Ashi_Points,TCM:0701000,Tender points,,,,,,
